seq1	lang1	label1
a straight shooting family film which awards animals the respect they 've rarely been given	en	1
ho@@ key art house preten@@ sion	en	0
unfortunately the story and the actors are served with a hack script	en	0
and there 's the in@@ im@@ itable diaz , holding it all together	en	1
told in scattered fashion , the movie only intermit@@ tently lives up to the stories and faces and music of the men who are its subject	en	0
comes across as a fairly weak re@@ to@@ oling	en	0
one of the best films of the year with its exquisite acting , inv@@ entive screenplay , mes@@ meri@@ zing music , and many in@@ im@@ itable scenes of ten@@ derness , loss , dis@@ content , and y@@ earning	en	1
the big finish is a bit like getting all excited about a chocolate ec@@ lair and then biting into it and finding the filling missing	en	0
as sac@@ char@@ ine movies go , this is likely to cause massive cardiac arrest if taken in large doses	en	0
the film was immensely enjoyable thanks to great performances by both steve bu@@ sc@@ emi and rosario dawson	en	1
it 's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere	en	0
apparently designed as a rever@@ ie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it	en	0
it never rises to its clever what if concept	en	0
shallow , noisy and preten@@ tious	en	0
demonstrates a vivid imagination and an impressive style that result in some terri@@ fic set@@ pieces	en	1
not a film for the faint of heart or conservative of spirit , but for the rest of us especially san francisco lovers it 's a spir@@ ited film and a must see	en	1
engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched	en	1
a clever script and skilled actors bring new energy to the familiar topic of office politics	en	1
it 's probably worth catching solely on its visual merits	en	1
an enjoyable feel good family comedy regardless of race	en	1
a handsome but un@@ fulfilling suspen@@ se drama more suited to a quiet evening on pbs than a night out at an amc	en	0
a fine production with splendid singing by angela ghe@@ org@@ hi@@ u , rug@@ ger@@ o ra@@ im@@ on@@ di , and roberto al@@ ag@@ na	en	1
it may scream low budget , but this char@@ mer has a spirit that can not be denied	en	1
style cross country adventure it has spor@@ adic bursts of li@@ vel@@ iness , some so so sla@@ p@@ stick and a few ear ple@@ asing songs on its soundtrack	en	1
a polished and va@@ stly entertaining cap@@ er film that puts the sting back into the con	en	1
do n't wait to see this terri@@ fic film with your kids if you do n't have kids borrow some	en	1
could as easily have been called ' under siege 3 in al@@ cat@@ raz ' a cinematic corpse that never springs to life	en	0
cedar somewhat de@@ fu@@ ses this provoc@@ ative theme by sub@@ merging it in a ho@@ ary love triangle	en	1
is it a comedy ?	en	0
as is often the case with ambitious , eager first time filmmakers , mr murray , a prolific director of music videos , stu@@ ffs his debut with more plot than it can comfortably hold	en	0
it does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity	en	0
its and pieces of the hot chick are so hil@@ arious , and schneider 's performance is so fine , it 's a real shame that so much of the movie again , as in the animal is a sla@@ p@@ dash mess	en	0
this is sand@@ ler running on empty , repeating what he 's already done way too often	en	0
both exu@@ ber@@ antly romantic and seren@@ ely melancholy , what time is it there ?	en	1
a series of tales told with the intricate prec@@ is@@ eness of the best short story writing	en	1
i walked away not really know who " they " were , what " they " looked like	en	0
the movie is gen@@ ial but never inspired , and little about it will stay with you	en	0
what happens when something goes bump in the night and nobody cares ?	en	0
long on tw@@ ink@@ ly eyed close ups and short on shame	en	0
familiar but utterly deligh@@ tful	en	1
the chocolate factory without charlie	en	0
may off@@ end viewers not amused by the sick sense of humor	en	0
steven spiel@@ berg brings us another masterpiece	en	1
it made me feel un@@ clean , and i 'm the guy who liked there 's something about mary and both american pie movies	en	0
complex , sinu@@ ously plo@@ tted and , somehow , off pu@@ tt@@ ingly cold	en	0
a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him	en	1
the rare i@@ max movie that you 'll wish was longer than an hour	en	1
if you 're a comic fan , you ca n't miss it	en	1
a marvel of production design	en	1
from the chop@@ py editing to the annoying score to ' special effects ' by way of replacing objects in a character 's hands below the camera line , " be@@ so@@ tted " is mis@@ be@@ gotten	en	0
a welcome relief from baseball movies that try too hard to be my@@ thic , this one is a sweet and modest and ultimately winning story	en	1
from both a great and a terrible story , mr nelson has made a film that is an un@@ deni@@ ably worthy and devastating experience	en	1
consider it ' perfection '	en	1
affection@@ ately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things	en	1
if the material is slight and ad@@ mit@@ tedly manipul@@ ative , jacqu@@ ot preserves to@@ sca 's intoxic@@ ating ar@@ dor through his use of the camera	en	1
like the tuck family themselves , this movie just goes on and on and on and on	en	0
it should be doing a lot of things , but does n't	en	0
more@@ tti is the rare common man artist who 's wise enough to recognize that there are few things in this world more complex and , as it turns out , more fragile than happiness	en	1
irrit@@ ating soul searching garbage	en	0
a humor@@ less journey into a philosophical void	en	0
none of this sounds promising and , indeed , the first half of sor@@ ority boys is as app@@ alling as any ' comedy ' to ever spill from a projec@@ tor 's lens	en	0
you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise	en	0
the film 's thoroughly recycled plot and ti@@ re@@ some jokes drag the movie down	en	0
the story gives ample opportunity for large scale action and suspen@@ se , which director she@@ khar kap@@ ur supplies with tremendous skill	en	1
were dylan thomas alive to witness first time director ethan haw@@ ke 's strained chelsea walls , he might have been tempted to change his landmark poem to , ' do not go gentle into that good theatre '	en	0
the film ultimately offers nothing more than people in an urban jungle needing other people to survive	en	0
triple x is a double agent , and he 's one bad dude	en	1
w@@ anders all over the map themati@@ cally and styli@@ stically , and bor@@ rows heavily from lynch , je@@ un@@ et , and von tri@@ er while failing to find a spark of its own	en	0
ly@@ ne 's latest , the erotic thriller un@@ faithful , further demonstrates just how far his storytelling skills have eroded	en	0
a determined , en@@ nu@@ i ho@@ bbled slo@@ g that really does n't have much to say beyond the news flash that loneliness can make people act weird	en	0
fails to satis@@ fac@@ tori@@ ly exploit its gender politics , genre thri@@ lls or inherent humor	en	0
je@@ ffs has created a breath@@ ta@@ kingly assured and sty@@ lish work of spare dialogue and acute expres@@ si@@ veness	en	1
daughter from dan@@ ang sticks with its subjects a little longer and tells a deeper story	en	1
the movie 's cap@@ tiv@@ ating details are all in the performances , from foreman 's barking mad taylor to the@@ w@@ lis 's smoothly sinister freddie and bet@@ tany mc@@ dowell 's hard eyed gangster	en	1
quite frankly , i ca n't see why any actor of talent would ever work in a mccul@@ loch production again if they looked at how this movie turned out	en	0
a little more intensity and a little less charm would have saved this film a world of hurt	en	0
a really good premise is frit@@ tered away in middle of the road bl@@ and@@ ness	en	0
a bit too eager to please	en	0
s@@ ade achiev@@ es the near impossible it turns the marquis de s@@ ade into a dul@@ lard	en	0
it seems impossible that an epic four hour indian musical about a cricket game could be this good , but it is	en	1
rarely has skin looked as beautiful , desirable , even d@@ elec@@ table , as it does in trouble every day	en	1
a piece of mildly entertaining , in@@ offensive flu@@ ff that dri@@ fts ai@@ m@@ lessly for 90 minutes before lod@@ ging in the cracks of that ever growing category un@@ embarrassing but un@@ memorable	en	0
funny and also hear@@ tw@@ arming without stoo@@ ping to goo@@ ey@@ ness	en	1
this kid@@ die oriented stin@@ ker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater	en	0
shre@@ ve 's graceful dual narrative gets cl@@ un@@ ky on the screen , and we keep getting torn away from the compelling historical tale to a less compelling soap opera	en	0
the story passes time until it 's time for an absurd finale of twisted metal , fire@@ balls and revenge	en	0
imagine a scenario where berg@@ man approaches swedish fat@@ alism using gary lar@@ son 's far side humor	en	1
he 's not good with people	en	0
big mistake	en	0
aan opportunity wasted	en	0
y tu mam tam@@ bi n is hil@@ ari@@ ously , glori@@ ously alive , and quite often hotter than georgia asphalt	en	1
ru@@ bb@@ o 's humor@@ ously ten@@ denti@@ ous intervention into the who wrote shakespeare controversy	en	1
it is quite a vision	en	1
a stupid , derivative horror film that substitu@@ tes extreme gore for suspen@@ se	en	0
the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delic@@ ately cali@@ br@@ ated in tone as it is	en	1
down@@ beat , period perfect biop@@ ic ham@@ mers home a heavy handed mor@@ alistic message	en	1
less a study in madness or love than a study in school@@ girl obsession	en	0
the pairing does sound promising in theory but their lack of chemistry makes eddie murphy and robert den@@ iro in show@@ time look like old , familiar vaudeville partners	en	0
you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , jan@@ ine and molly an all woman dys@@ functional family deserve one another	en	0
if you 're looking for something new and hoping for something entertaining , you 're in luck	en	1
a triumph of pure craft and passionate heart	en	1
cool	en	1
the film boasts dry humor and jar@@ ring shocks , plus moments of breath@@ taking mystery	en	1
beautiful , angry and sad , with a curious sick poetry , as if the marquis de s@@ ade had gone in for past@@ el landscapes	en	1
mor@@ vern cal@@ lar confirms lyn@@ ne ramsay as an important , original talent in international cinema	en	1
guy gets girl , guy loses girl , audience falls asleep	en	0
there are so few films about the plight of american indians in modern america that skins comes as a welcome , if down@@ beat , mis@@ sive from a forgotten front	en	1
depres@@ singly thin and exhau@@ st@@ ingly cont@@ ri@@ ved	en	0
blu@@ er than the atlantic and more bio@@ logically detailed than an autop@@ sy , the movie is , also , frequently hil@@ arious	en	1
bou@@ quet gives a performance that is master@@ ly	en	1
it 's as sorry a mess as its director 's di@@ abo@@ lical debut , mad cows	en	0
there 's a lot to recommend read my lips	en	1
i 'd rather watch a rer@@ un of the power@@ puff girls	en	0
this submarine drama earns the right to be favor@@ ably compared to das boot	en	1
the only question is to determine how well the sch@@ mal@@ tz is manufactured to assess the quality of the manipul@@ ative engineering	en	0
it 's impossible to even categori@@ ze this as a smu@@ tty guilty pleasure	en	0
maintains your interest until the end and even leaves you with a few lingering animated thoughts	en	1
the movie does n't think much of its characters , its protagonist , or of us	en	0
brit@@ ney spears ' phon@@ iness is nothing compared to the movie 's cont@@ ri@@ ved , lame screenplay and list@@ less direction	en	0
the movie 's progression into ram@@ bling in@@ coher@@ ence gives new meaning to the phrase ' fatal script error '	en	0
devo@@ s and cas@@ sel have tremendous chemistry their sexual and romantic tension , while never really voc@@ alized , is pal@@ pable	en	1
about as exciting to watch as two last place basketball teams playing one another on the final day of the season	en	0
terri@@ fic as nadia , a russian mail order bride who comes to america speaking not a word of english , it 's kid@@ man who holds the film together with a supre@@ m@@ ely kit@@ ten@@ ish performance that gradually accum@@ ulates more layers	en	1
he fails	en	0
this new movie version of the alexandre du@@ mas classic is the stuff of high romance , brought off with considerable wit	en	1
nicolas cage is n't the first actor to lead a group of talented friends a@@ stray , and this movie wo n't create a ru@@ ffle in what is already an erratic career	en	0
it 's dark but has wonder@@ fully funny moments you care about the characters and the action and special effects are first rate	en	1
je@@ ong hy@@ ang lee 's film is decep@@ tively simple , deeply satisfying	en	1
the bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie	en	1
for a film about action , ultimate x is the gab@@ bi@@ est giant screen movie ever , bo@@ gging down in a barrage of hy@@ pe	en	0
it 's a solid movie about people whose lives are anything but	en	1
one ca n't shake the feeling that crossroads is nothing more than an hour and a half long commercial for brit@@ ney 's latest album	en	0
visually eng@@ ro@@ ssing , seldom ham@@ my , honor@@ ably mexican and burns its ka@@ hl@@ ories with conviction	en	1
high crimes steals so freely from other movies and combines enough dispar@@ ate types of films that it ca n't help but engage an audience	en	1
it makes even elizabeth hur@@ ley seem grac@@ eless and ugly	en	0
if you can read the sub@@ titles l@@ rb the opera is sung in italian rr@@ b and you like ' masterpiece theatre ' type costumes , you 'll enjoy this movie	en	1
a terri@@ fic@@ ally entertaining specimen of spiel@@ ber@@ gian sci fi	en	1
simply a re hash of the other seven films	en	0
hm@@ mm might i suggest that the way@@ ward wooden one end it all by stu@@ ffing himself into an electric pencil shar@@ pen@@ er ?	en	0
a playful iranian par@@ able about open@@ ness , particularly the need for people of diverse political perspectives to get along despite their ideological differences	en	1
death might be a release	en	0
the movie 's messages are quite admir@@ able , but the story is just too cli@@ ch d and too often strains cred@@ ul@@ ity	en	0
a live action cartoon , a fast moving and cheer@@ fully simpli@@ stic 88 minutes of exaggerated action put together with the pre@@ teen boy in mind	en	1
as ex marine walter , who may or may not have shot kennedy , actor raymond j barry is perfectly creepy and believ@@ able	en	1
the production design , score and choreography are simply intoxic@@ ating	en	1
the result puts a human face on der@@ ri@@ da , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less	en	1
the film is way too full of itself it 's stu@@ ffy and preten@@ tious in a give me an oscar kind of way	en	0
according to the script , grant and bul@@ lock 's characters are made for each other	en	1
the picture uses humor and a heart@@ felt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from wh@@ ence you came	en	1
a perfect example of ran@@ cid , well inten@@ tioned , but sham@@ elessly manipul@@ ative movie making	en	0
a movie version of a paint by numbers picture	en	0
lu@@ x , now in her eigh@@ ties , does a great combination act as narrator , jewish grandmother and subject taking us through a film that is part biography , part entertainment and part history	en	1
a sty@@ lish but steady , and ultimately very satisfying , piece of character driven storytelling	en	1
the feature length stretch strains the show 's concept	en	0
the characters , cast in im@@ possibly cont@@ ri@@ ved situations , are totally estranged from reality	en	0
a small independent film suffering from a severe case of hollywood i@@ tis	en	0
an exercise in cy@@ nic@@ ism every bit as ugly as the sha@@ bby digital photography and muddy sound	en	0
ken russell would love this	en	1
has all the scenic appeal of a cess@@ pool	en	0
they can and will turn on a di@@ me from oddly humorous to te@@ di@@ ously sentimental	en	1
claire is a terri@@ fic role for someone like judd , who really ought to be playing villains	en	1
kit@@ sch@@ y , flash@@ y , over@@ long soap opera	en	0
its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life	en	0
sex is one of those films that aims to confu@@ se	en	0
first time director jo o pedro rodri@@ gues ' un@@ willingness to define his hero 's background or motiv@@ ations becomes more and more frustr@@ ating as the film goes on	en	0
sal@@ ma goes native and she 's never been better in this colorful bio pic of a mexican icon	en	1
human nature is a goo@@ f@@ ball movie , in the way that mal@@ ko@@ vich was , but it tries too hard	en	1
the asylum material is gripping , as are the scenes of jia with his family	en	1
a literary detective story is still a detective story and af@@ ici@@ on@@ ados of the who@@ dun@@ it wo n't be disappointed	en	1
the soundtrack alone is worth the price of admission	en	1
it sounds like another clever if pointless excur@@ sion into the abyss , and that 's more or less how it plays out	en	0
the film has the high buff@@ ed glo@@ ss and high oc@@ tane jol@@ ts you expect of de pal@@ ma , but what makes it transporting is that it 's also one of the smar@@ test , most pleas@@ urable expressions of pure movie love to come from an american director in years	en	1
sly , sophisticated and surprising	en	1
l@@ rb k@@ line 's rr@@ b utterly convincing and deeply appealing as a noble teacher who em@@ braces a strict moral code , and as a fla@@ wed human being who ca n't quite live up to it	en	1
more tri@@ f@@ le than triumph	en	0
it 's hard to believe these jo@@ kers are supposed to have pulled off four similar kidn@@ app@@ ings before	en	0
murphy and wilson actually make a pretty good team but the project surrounding them is dist@@ res@@ singly ro@@ te	en	0
the screenplay , co written by director imo@@ gen kim@@ mel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing	en	0
i hope the movie is widely seen and debated with appropriate fer@@ ocity and though@@ t@@ fulness	en	1
she may not be real , but the laughs are	en	1
clumsy , obvious , pre@@ poster@@ ous , the movie will likely set the cause of woman warriors back decades	en	0
a depres@@ singly retro@@ grade , ' post feminist ' romantic comedy that takes an aston@@ ish@@ ingly con@@ descending attitude toward women	en	0
scher@@ fig 's light hearted profile of emotional desperation is ach@@ ingly honest and deligh@@ tfully chee@@ ky	en	1
you can sip your vintage wines and watch your merchant ivory productions i 'll settle for a nice cool glass of iced tea and a jerry bruck@@ heimer flick any day of the week	en	1
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream	en	0
both garcia and jag@@ ger turn in perfectly executed and wonder@@ fully sympathetic characters , who are alternately touching and funny	en	1
many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a c will help this movie one bit	en	0
you 'll tru@@ dge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra large cotton candy	en	0
cru@@ dup 's screen presence is the one thing that holds interest in the midst of a mu@@ shy , exi@@ st@@ ential exploration of why men leave their families	en	1
not everyone will welcome or accept the trials of henry kis@@ singer as faithful portra@@ it@@ ure , but few can argue that the debate it joins is a necessary and timely one	en	1
by surrounding us with hy@@ per arti@@ fici@@ ality , ha@@ ynes makes us see familiar issues , like racism and hom@@ opho@@ bia , in a fresh way	en	1
somehow manages to escape the shack@@ les of its own cli@@ ch s to be the best espionage picture to come out in weeks	en	1
a highly spir@@ ited , imagin@@ ative kid 's movie that bro@@ aches neo august@@ inian theology is god stuck in heaven because he 's afraid of his best known creation ?	en	1
alas , it 's the man that makes the clothes	en	1
when the fire burns out , we 've only come face to face with a couple dragons and that 's where the film ultimately fails	en	0
this often hil@@ arious far@@ ce manages to generate the belly laughs of low@@ brow comedy without sacrific@@ ing its high minded appeal	en	1
the pianist is pol@@ an@@ ski 's best film	en	1
you feel good , you feel sad , you feel pissed off , but in the end , you feel alive which is what they did	en	1
klein , charming in comedies like american pie and dead on in election , delivers one of the sad@@ dest action hero performances ever witnessed	en	0
from the dull , surreal ache of mortal awareness emerges a radi@@ ant character portrait	en	1
utter mu@@ sh conce@@ ited pa@@ p	en	0
despite its hawaiian setting , the science fiction tri@@ mm@@ ings and some moments of row@@ dy sla@@ p@@ stick , the basic plot of " li@@ lo " could have been pulled from a tear stained vintage shirley temple script	en	0
goo@@ ding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of sla@@ p@@ stick sequences	en	1
the whole thing succeeded only in making me gro@@ ggy	en	0
just when you think that every possible angle has been exhausted by document@@ arians , another new film emerges with yet another remarkable yet shoc@@ kingly little known perspective	en	1
think of it as gi@@ d@@ get , only with muscles and a lot more smar@@ ts , but just as ende@@ aring and easy to watch	en	1
grant carries the day with imp@@ ec@@ cable comic timing , ra@@ ff@@ ish charm and piercing intell@@ ect	en	1
a frustr@@ ating ' twe@@ ener ' too slick , cont@@ ri@@ ved and explo@@ itative for the art houses and too cyn@@ ical , small and dec@@ ad@@ ent for the m@@ alls	en	0
predic@@ tably soul@@ less tech@@ no tri@@ pe	en	0
the filmmakers keep pushing the jokes at the expense of character until things fall apart	en	0
it 's incredible the number of stories the holocaust has generated	en	1
the movie keeps coming back to the ach@@ ingly un@@ funny ph@@ once and his several silly sub@@ plots	en	0
the film 's most im@@ probable feat ?	en	0
the charm of revolution os is rather the way it introduces you to new , fer@@ v@@ ently held ideas and f@@ anci@@ ful thinkers	en	1
there is no substitute for on screen chemistry , and when fri@@ el pulls the strings that make williams sink into melancho@@ lia , the reaction in williams is as vis@@ cer@@ al as a gut punch	en	1
there are some fairly un@@ settling scenes , but they never succeed in really ratt@@ ling the viewer	en	0
possibly the most ir@@ responsible picture ever released by a major film studio	en	0
the characters are paper thin and the plot is so cli@@ ched and cont@@ ri@@ ved that it makes your least favorite james bond movie seem as cle@@ ver@@ ly plo@@ tted as the usual suspects	en	0
a crisp psychological drama l@@ rb and rr@@ b a fascinating little thriller that would have been perfect for an old " twilight zone " episode	en	1
there is simply no doubt that this film asks the right questions at the right time in the history of our country	en	1
time stands still in more ways that one in clock@@ stop@@ pers , a sci fi thriller as lazy as it is inter@@ min@@ able	en	0
a dark , quir@@ ky road movie that constantly de@@ fies expectation	en	1
mr spiel@@ berg and his company just want you to enjoy your@@ selves without feeling con@@ ned	en	1
what the audience feels is exhaustion , from watching a movie that is dark l@@ rb dark green , to be exact rr@@ b , sour , bloody and mean	en	0
mr pol@@ an@@ ski is in his element here alone , abandoned , but still consol@@ ed by his art , which is more than he has ever revealed before about the source of his spiritual survival	en	1
a devastating indic@@ tment of un@@ brid@@ led greed and mat@@ er@@ alism	en	0
it feels like very light er@@ rol morris , focusing on ec@@ cent@@ ric@@ ity but failing , ultimately , to make something bigger out of its scra@@ p@@ book of od@@ d@@ balls	en	0
it 's full of che@@ esy dialogue , but great tr@@ ash@@ y fun that finally returns de pal@@ ma to his pul@@ py thri@@ llers of the early '@@ 80s	en	1
di@@ ggs and la@@ than are among the chief reasons brown sugar is such a sweet and sexy film	en	1
but this new j@@ angle of noise , may@@ hem and stupi@@ dity must be a serious contender for the title	en	0
dark@@ ly funny and frequently insi@@ ght@@ ful	en	1
for@@ mu@@ li@@ ac , but fun	en	1
there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes	en	0
damon brings the proper conviction to his role as l@@ rb jason bourne rr@@ b	en	1
the movie does n't generate a lot of energy	en	0
and yet , it still works	en	1
it squ@@ anders chan 's uni@@ qu@@ eness it could even be said to squ@@ ander jennifer love hewitt !	en	0
a light , yet eng@@ ro@@ ssing piece	en	1
really quite funny	en	1
pretty much sucks , but has a funny moment or two	en	0
a sing@@ ularly off putting romantic comedy	en	0
diaz wears out her welcome in her most char@@ m@@ less performance	en	0
the actors impro@@ vise and scream their way around this movie direc@@ tionless , lacking any of the rol@@ licking dark humor so necessary to make this kind of idea work on screen	en	0
the off center humor is a constant , and the ensemble gives it a bu@@ oy@@ ant delivery	en	1
nearly all the fundament@@ als you take for granted in most films are mis@@ handled here	en	0
an eye bo@@ ggling blend of psychedelic devices , special effects and backgrounds , ' spy kids 2 ' is a visual treat for all audiences	en	1
a lot of talent is wasted in this cr@@ ass , low w@@ att@@ age endeavor	en	0
sad@@ dled with an un@@ wiel@@ dy cast of characters and angles , but the pa@@ yo@@ ff is powerful and revel@@ atory	en	1
an engaging criminal ro@@ mp that will have viewers guessing just who 's being con@@ ned right up to the finale	en	1
an eng@@ ro@@ ssing portrait of un@@ com@@ promising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line	en	1
kau@@ fman 's script is never especially clever and often is rather preten@@ tious	en	0
it celebrates the group 's playful spark of non@@ con@@ formity , glancing vivi@@ dly back at what hi@@ bis@@ cus grand@@ ly called his ' angels of light '	en	1
like coming into a long running , well written television series where you 've missed the first half dozen episodes and probably wo n't see the next six	en	0
its flame like , ro@@ iling black and white in@@ spires trembling and gratitude	en	1
although it includes a fair share of dumb drug jokes and predictable sla@@ p@@ stick , " orange county " is far fun@@ nier than it would seem to have any right to be	en	1
l@@ rb the film rr@@ b tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to as@@ certain whether the film is , at its core , deeply p@@ essi@@ mis@@ tic or quietly hopeful	en	1
the film is weighed down by supporting characters who are either too goo@@ dly , wise and knowing or down@@ right com@@ ically evil	en	0
it 's a visual ror@@ sch@@ ach test and i must have failed	en	0
an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema	en	1
the hu@@ skies are beautiful , the border col@@ lie is funny and the overall feeling is gen@@ ial and decent	en	1
charming and wit@@ ty , it 's also somewhat clumsy	en	1
am@@ ari has dressed up this little par@@ able in a fairly ir@@ resisti@@ ble package full of privileged moments and memorable performances	en	1
with mc@@ con@@ au@@ gh@@ ey in an entirely irony free zone and b@@ ale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd	en	0
a vivid , spic@@ y foot@@ note to history , and a movie that gri@@ ps and holds you in ra@@ pt attention from start to finish	en	1
an e@@ eri@@ ly susp@@ ense@@ ful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci fi thriller	en	1
despite juliet steven@@ on 's attempt to bring cohe@@ sion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs	en	0
this film is an act of spiritual faith an elo@@ qu@@ ent , deeply felt meditation on the nature of compassion	en	1
it all plays out like a high end john hughes comedy , a kind of elder bu@@ eller 's time out	en	1
what with all the blanket statements and di@@ me store ru@@ min@@ ations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time	en	0
wildly in@@ competent but brilli@@ antly named half past dead or for seag@@ al p@@ essi@@ mists totally past his prime	en	0
those eter@@ nally devoted to the insanity of black will have an intermit@@ tently good time	en	1
the preten@@ sions and dispos@@ able story sink the movie	en	0
she nearly g@@ lows with enthusiasm , sensu@@ ality and a con@@ ni@@ ving wit	en	1
and for many of us , that 's good enough	en	1
mey@@ j@@ es has done his homework and soaked up some jaz@@ zy new revi@@ sionist theories about the origins of nazi politics and aesthetics	en	1
poetic , heart@@ breaking	en	1
a memorable experience that , like many of his works , presents weigh@@ ty issues color@@ fully wrapped up in his own idi@@ o@@ syn@@ cr@@ atic strain of kit@@ sch@@ y goodwill	en	1
as an actress , madonna is one hel@@ lu@@ va singer	en	1
the script by vincent r ne@@ bri@@ da tries to cra@@ m too many ingredients into one small pot	en	0
just as the l@@ ousy tar@@ ant@@ ino im@@ itations have subsi@@ ded , here comes the first l@@ ousy guy ritchie imitation	en	0
the direction has a fluid , no nonsense authority , and the performances by harris , phi@@ fer and cam ' ron seal the deal	en	1
a film that will enthr@@ all the whole family	en	1
it just does n't have anything really interesting to say	en	0
much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world imp@@ lo@@ des	en	1
while you have to admit it 's semi amusing to watch robert den@@ iro belt out " when you 're a jet , you 're a jet all the way , " it 's equally dist@@ a@@ ste@@ ful to watch him sing the lyrics to " tonight " 	en	0
a qu@@ aint , roman@@ tici@@ zed rendering	en	1
filmmakers david we@@ iss@@ man and bill weber benefit enorm@@ ously from the co@@ cke@@ ttes ' camera cra@@ z@@ iness not only did they film performances , but they did the same at home	en	1
as chil@@ ling and fascinating as philippe mora 's modern hitler study , sni@@ de and prejudice	en	1
a little too pon@@ der@@ ous to work as shallow entertainment , not remotely inci@@ sive enough to qualify as drama , monsoon wedding serves mostly to wh@@ et one 's appetite for the bollywood films	en	0
a movie that the less charitable might describe as a ca@@ str@@ ated cross between high@@ lander and lo@@ lit@@ a	en	0
seag@@ al , who looks more like danny ai@@ ello these days , mu@@ mbles his way through the movie	en	0
a full experience , a love story and a murder mystery that expan@@ ds into a meditation on the deep decep@@ tions of innocence	en	1
how do you make a movie with depth about a man who lacked any ?	en	0
fu@@ dges fact and fancy with such confidence that we feel as if we 're seeing something pu@@ rer than the real thing	en	1
the cast is top notch and i predict there will be plenty of female audience members dro@@ oling over michael ide@@ moto as michael	en	1
sandra bul@@ lock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip	en	0
it 's all stit@@ ched together with energy , intelligence and ver@@ ve , enhanced by a surplus of vintage archive footage	en	1
so mu@@ ddled , repetitive and ragged that it says far less about the horri@@ fying historical reality than about the filmmaker 's characteristic style	en	0
a faster paced family flick	en	1
 " analyze that " is one of those cr@@ ass , cont@@ ri@@ ved sequ@@ els that not only fails on its own , but makes you second guess your affection for the original	en	0
fairy tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm	en	1
the quir@@ ky drama touches the heart and the fun@@ ny@@ bone thanks to the energetic and always surprising performance by rachel griff@@ iths	en	1
i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cli@@ ch	en	0
in its understanding , often funny way , it tells a story whose re@@ statement is vali@@ dated by the changing composition of the nation	en	1
let 's issue a mor@@ atorium , effective immediately , on tre@@ ac@@ ly films about inspir@@ ational prep school professors and the children they so hear@@ tw@@ arm@@ ingly motiv@@ ate	en	1
ti@@ re@@ som@@ ely derivative and ham@@ mi@@ ly acted	en	0
i walked away from this new version of e t just as i hoped i would with moist eyes	en	1
what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety	en	0
the film does a solid job of slowly , steadily building up to the clim@@ ac@@ tic burst of violence	en	1
the heart of the film is a touching reflection on aging , suffering and the prospect of death	en	1
the notion of dele@@ ting emotion from people , even in an advanced pro@@ zac nation , is so insan@@ ely dys@@ functional that the ramp@@ antly designed equilibrium becomes a concept doo@@ fus	en	0
puts to rest any thought that the german film industry can not make a deligh@@ tful comedy cent@@ ering on food	en	1
with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity	en	0
